arrival time,current_floor,final_floor,selfish
12:04:45.170,4,1,0
12:04:49.320,7,4,0
12:04:52.950,7,3,0
12:05:09.530,4,5,0
12:05:11.130,6,4,0
12:05:16.680,6,5,0
12:05:17.260,6,5,0
12:05:19.690,6,1,0
12:05:20.850,3,7,0
12:05:23.680,3,0,0
12:05:24.970,6,5,0
12:05:29.340,3,7,0
12:05:37.800,2,1,0
12:05:40.640,2,0,0
12:05:46.890,3,4,0
12:05:49.970,5,2,0
12:05:55.390,4,3,0
12:05:58.390,5,4,0
12:05:58.520,2,6,0
12:06:01.540,1,3,0
12:06:06.470,7,1,0
12:06:08.410,2,5,0
12:06:13.820,5,6,0
12:06:14.970,6,4,0
12:06:15.570,6,2,0
12:06:22.340,7,6,0
12:06:24.30,6,5,0
12:06:24.400,6,3,0
12:06:26.860,3,4,0
12:06:30.200,0,6,0
12:06:33.310,1,7,0
12:06:34.430,6,2,0
12:06:41.350,7,4,0
12:06:41.360,5,1,0
12:06:45.560,0,2,0
12:06:49.890,3,0,0
12:06:50.490,7,1,0
12:06:52.310,1,5,0
12:06:52.500,1,0,0
12:06:55.880,1,5,0
12:06:56.20,5,1,0
12:06:58.220,2,6,0
12:06:58.90,6,2,0
12:07:03.470,2,6,0
12:07:05.310,4,3,0
12:07:09.810,0,1,0
12:07:12.30,4,2,0
12:07:13.600,1,3,0
12:07:13.630,7,5,0
12:07:15.150,7,6,0
12:07:17.980,4,1,0
12:07:18.260,7,5,0
12:07:18.280,6,7,0
12:07:18.500,4,7,0
12:07:19.970,5,1,0
12:07:21.600,5,4,0
12:07:22.570,5,1,0
12:07:27.240,0,2,0
12:07:27.860,0,3,0
12:07:30.320,0,6,0
12:07:32.230,6,0,0
12:07:39.230,2,4,0
12:07:43.20,7,5,0
12:07:46.310,6,0,0
12:07:54.840,7,6,0
12:07:58.640,5,0,0
12:08:04.410,2,7,0
12:08:05.320,1,7,0
12:08:09.230,2,3,0
12:08:11.360,1,7,0
12:08:15.10,0,6,0
12:08:16.560,3,2,0
12:08:17.310,2,7,0
12:08:20.490,5,7,0
12:08:20.90,0,4,0
12:08:22.390,7,4,0
12:08:23.320,7,5,0
12:08:24.570,5,3,0
12:08:24.650,7,0,0
12:08:42.490,5,6,0
12:08:44.500,3,5,0
12:08:45.300,2,6,0
12:08:45.760,3,4,0
12:08:46.520,7,6,0
12:08:47.90,3,0,0
12:08:53.90,4,6,0
12:09:00.500,1,4,0
12:09:00.800,3,4,0
12:09:02.180,1,4,0
12:09:02.20,5,7,0
12:09:07.280,1,2,0
12:09:08.980,3,7,0
12:09:10.210,6,2,0
12:09:14.860,3,7,0
12:09:19.460,4,2,0
12:09:25.450,1,6,0
12:09:25.670,3,5,0
12:09:29.200,0,1,0
12:09:29.620,4,0,0
12:09:30.780,2,3,0
12:09:33.980,2,3,0
12:09:35.210,2,6,0
12:09:42.700,7,1,0
12:09:45.870,0,3,0
12:09:49.380,3,0,0
12:09:52.550,3,1,0
12:09:53.120,3,0,0
12:09:56.490,2,7,0
12:10:00.120,7,5,0
12:10:03.280,3,7,0
12:10:04.630,7,4,0
12:10:04.820,6,2,0
12:10:07.500,5,6,0
12:10:11.830,7,5,0
12:10:13.410,3,1,0
12:10:18.510,3,7,0
12:10:21.80,0,4,0
12:10:24.760,2,1,0
12:10:27.780,6,1,0
12:10:37.480,1,7,0
12:10:39.610,4,7,0
12:10:39.750,4,5,0
12:10:44.530,1,7,0
12:10:47.570,6,1,0
12:10:48.60,3,5,0
12:10:49.490,0,3,0
12:10:56.500,0,6,0
12:11:04.300,4,5,0
12:11:06.430,1,0,0
12:11:13.700,1,4,0
12:11:14.180,6,4,0
12:11:15.490,2,5,0
12:11:16.260,7,6,0
12:11:17.310,7,1,0
12:11:17.390,2,4,0
12:11:18.150,2,3,0
12:11:18.640,1,4,0
12:11:22.700,2,4,0
12:11:22.880,3,7,0
12:11:28.650,3,1,0
12:11:33.100,7,2,0
12:11:41.620,3,2,0
12:11:42.580,4,2,0
12:11:43.110,6,0,0
12:11:43.140,5,0,0
12:11:45.590,3,2,0
12:11:48.610,5,3,0
12:11:48.820,7,0,0
12:12:07.510,0,7,0
12:12:08.530,0,1,0
12:12:12.140,5,2,0
12:12:12.300,0,7,0
12:12:13.480,0,7,0
12:12:13.870,4,5,0
12:12:15.600,3,6,0
12:12:15.860,3,0,0
12:12:18.320,4,6,0
12:12:18.60,5,2,0
12:12:20.110,2,3,0
12:12:22.310,7,6,0
12:12:22.460,0,5,0
12:12:26.310,3,7,0
12:12:32.190,6,4,0
12:12:32.220,7,1,0
12:12:32.800,2,4,0
12:12:34.190,0,1,0
12:12:35.360,0,6,0
12:12:41.240,6,2,0
12:12:48.930,5,3,0
12:12:49.260,0,5,0
12:12:49.810,3,5,0
12:12:52.640,5,0,0
12:12:56.470,4,7,0
12:12:57.800,7,0,0
12:13:09.680,7,1,0
12:13:13.250,7,1,0
12:13:15.490,5,3,0
12:13:17.80,7,5,0
12:13:17.800,6,5,0
12:13:19.670,1,0,0
12:13:21.150,7,6,0
12:13:21.90,4,0,0
12:13:26.720,3,6,0
12:13:26.830,3,4,0
12:13:37.330,6,5,0
12:13:41.660,5,2,0
12:13:42.10,1,3,0
12:13:42.20,3,5,0
12:13:43.340,1,7,0
12:13:43.580,0,2,0
12:13:43.660,6,5,0
12:13:44.170,7,5,0
12:13:46.580,3,5,0
12:13:47.50,0,7,0
12:13:52.800,2,7,0
12:13:55.100,5,6,0
12:13:55.360,5,4,0
12:13:55.510,6,2,0
12:13:56.110,5,2,0
12:14:02.360,2,5,0
12:14:09.220,2,6,0
12:14:10.930,2,1,0
12:14:11.830,0,2,0
12:14:12.170,1,3,0
12:14:12.640,4,2,0
12:14:17.230,7,4,0
12:14:18.480,0,6,0
12:14:18.480,4,6,0
12:14:18.890,7,5,0
12:14:21.300,2,7,0
12:14:23.50,6,2,0
12:14:25.910,4,2,0
12:14:30.320,3,4,0
12:14:30.490,0,2,0
12:14:33.640,3,7,0
12:14:34.790,6,3,0
12:14:43.160,7,4,0
12:14:55.910,7,4,0
12:14:58.280,6,0,0
12:14:58.440,3,1,0
12:15:01.800,6,7,0
12:15:05.30,5,6,0
12:15:10.940,0,7,0
12:15:11.840,7,5,0
12:15:14.280,7,2,0
12:15:25.550,4,1,0
12:15:28.660,1,3,0
12:15:28.870,2,5,0
12:15:31.780,1,7,0
12:15:33.960,0,7,0
12:15:37.210,3,2,0
12:15:37.870,6,4,0
12:15:38.590,5,4,0
12:15:39.550,6,3,0
12:15:42.210,1,7,0
12:15:42.750,5,7,0
12:15:42.900,5,3,0
12:15:43.490,6,1,0
12:15:44.780,1,0,0
12:15:46.80,5,7,0
12:15:48.80,3,6,0
12:15:48.940,4,3,0
12:15:50.370,3,5,0
12:15:51.40,6,3,0
12:15:54.210,1,5,0
12:15:54.980,3,2,0
12:16:00.760,7,6,0
12:16:01.940,0,4,0
12:16:03.40,3,6,0
12:16:07.250,0,2,0
12:16:07.710,5,3,0
12:16:12.850,5,3,0
12:16:15.550,2,0,0
12:16:23.430,5,7,0
12:16:24.730,7,2,0
12:16:27.700,6,1,0
12:16:28.910,3,0,0
12:16:30.390,7,1,0
12:16:38.590,3,0,0
12:16:40.410,3,4,0
12:16:46.40,0,2,0
12:16:51.970,2,1,0
12:17:03.60,3,1,0
12:17:06.920,7,4,0
12:17:08.750,4,5,0
12:17:09.30,2,3,0
12:17:09.870,7,2,0
12:17:11.430,6,0,0
12:17:13.180,2,4,0
12:17:21.240,2,7,0
12:17:22.610,2,6,0
12:17:24.380,2,0,0
12:17:35.290,4,3,0
12:17:35.320,5,6,0
12:17:35.400,4,7,0
12:17:37.130,3,4,0
12:17:39.380,7,3,0
12:17:39.980,1,5,0
12:17:44.10,7,2,0
12:17:45.880,7,4,0
12:17:46.740,0,4,0
12:17:52.860,2,0,0
12:17:53.680,2,0,0
12:17:55.330,7,3,0
12:17:56.110,0,6,0
12:18:01.30,2,0,0
12:18:04.540,0,3,0
12:18:07.150,0,2,0
12:18:08.200,4,2,0
12:18:10.530,5,4,0
12:18:20.720,1,0,0
12:18:22.940,7,5,0
12:18:23.360,3,2,0
12:18:24.260,5,6,0
12:18:24.480,5,2,0
12:18:25.580,6,5,0
12:18:27.640,4,3,0
12:18:28.230,0,5,0
12:18:32.370,5,2,0
12:18:36.10,6,4,0
12:18:38.100,2,0,0
12:18:40.110,6,2,0
12:18:44.30,1,0,0
12:18:50.140,7,4,0
12:18:53.820,1,0,0
12:18:57.970,2,4,0
12:19:01.260,4,2,0
12:19:03.250,1,4,0
12:19:05.130,4,5,0
12:19:05.900,3,1,0
12:19:14.430,2,0,0
12:19:21.730,6,7,0
12:19:23.270,6,0,0
12:19:26.960,6,2,0
12:19:27.370,1,6,0
12:19:28.340,2,4,0
12:19:34.50,0,5,0
12:19:35.630,1,6,0
12:19:36.310,5,0,0
12:19:39.150,6,1,0
12:19:40.180,0,5,0
12:19:43.50,4,2,0
12:19:44.560,6,0,0
12:19:45.420,3,0,0
12:19:52.380,4,3,0
12:19:55.170,4,2,0
12:20:03.950,7,2,0
12:20:12.440,2,6,0
12:20:14.140,6,0,0
12:20:14.650,4,2,0
12:20:17.520,5,3,0
12:20:20.230,0,6,0
12:20:22.240,6,1,0
12:20:25.310,6,3,0
12:20:26.920,7,5,0
12:20:28.20,6,5,0
12:20:31.350,7,2,0
12:20:33.520,3,7,0
12:20:39.980,6,4,0
12:20:42.580,1,6,0
12:20:43.710,6,4,0
12:20:44.920,4,2,0
12:20:45.710,3,4,0
12:20:47.780,7,2,0
12:20:48.900,1,6,0
12:20:48.980,6,1,0
12:20:50.760,5,4,0
12:21:01.270,2,4,0
12:21:09.580,7,0,0
12:21:10.630,4,5,0
12:21:11.620,3,4,0
12:21:11.760,3,7,0
12:21:14.920,1,0,0
12:21:27.250,1,3,0
12:21:27.420,5,7,0
12:21:34.180,3,5,0
12:21:34.550,6,3,0
12:21:35.570,1,2,0
12:21:36.520,4,7,0
12:21:37.940,5,2,0
12:21:42.730,3,4,0
12:21:43.650,3,0,0
12:21:43.830,6,0,0
12:21:55.550,0,3,0
12:22:00.530,6,4,0
12:22:02.240,0,2,0
12:22:02.500,6,0,0
12:22:05.410,1,6,0
12:22:10.330,6,5,0
12:22:17.600,6,0,0
12:22:21.520,0,7,0
12:22:22.00,4,3,0
12:22:30.650,5,3,0
12:22:31.290,3,4,0
12:22:31.70,7,5,0
12:22:36.580,5,4,0
12:22:38.320,4,1,0
12:22:39.240,4,6,0
12:22:41.630,3,0,0
12:22:43.170,4,1,0
12:22:47.260,1,6,0
12:22:49.220,1,3,0
12:22:51.700,5,3,0
12:23:05.40,1,4,0
12:23:05.970,0,3,0
12:23:08.480,0,6,0
12:23:09.300,6,0,0
12:23:11.10,4,0,0
12:23:13.470,1,0,0
12:23:14.480,5,4,0
12:23:15.450,1,0,0
12:23:26.550,0,5,0
12:23:27.80,7,4,0
12:23:28.90,0,2,0
12:23:29.810,5,6,0
12:23:32.100,2,1,0
12:23:32.980,6,1,0
12:23:35.790,7,2,0
12:23:37.220,1,7,0
12:23:37.290,4,5,0
12:23:38.830,0,6,0
12:23:41.270,3,4,0
12:23:45.280,2,4,0
12:23:45.980,3,4,0
12:23:49.260,4,6,0
12:23:50.10,5,2,0
12:23:53.490,6,7,0
12:24:01.780,7,1,0
12:24:01.840,1,0,0
12:24:03.110,0,6,0
12:24:03.40,2,3,0
12:24:07.300,0,5,0
12:24:10.290,1,5,0
12:24:10.780,6,3,0
12:24:12.120,1,6,0
12:24:12.630,0,5,0
12:24:15.300,4,2,0
12:24:20.220,3,2,0
12:24:21.590,3,0,0
12:24:23.760,2,0,0
12:24:27.700,6,0,0
12:24:29.700,2,5,0
12:24:35.350,6,3,0
12:24:40.920,4,5,0
12:24:49.700,2,6,0
12:24:53.720,3,4,0
12:24:56.100,1,3,0
12:25:01.40,3,6,0
12:25:01.980,7,4,0
12:25:05.510,6,2,0
12:25:05.530,0,1,0
12:25:05.770,7,3,0
12:25:08.500,2,1,0
12:25:10.450,6,2,0
12:25:13.110,6,0,0
12:25:13.650,4,6,0
12:25:14.170,6,4,0
12:25:22.500,5,0,0
12:25:23.20,7,4,0
12:25:25.290,7,3,0
12:25:25.980,4,1,0
12:25:28.380,2,5,0
12:25:28.570,5,1,0
12:25:28.940,0,4,0
12:25:34.350,0,2,0
12:25:37.600,3,6,0
12:25:38.360,6,7,0
12:25:38.90,5,3,0
12:25:39.440,7,0,0
12:25:40.570,6,2,0
12:25:42.610,4,1,0
12:25:47.400,3,0,0
12:25:52.240,6,1,0
12:25:55.230,5,2,0
12:25:56.800,6,2,0
12:25:58.230,1,7,0
12:26:01.110,2,5,0
12:26:01.960,7,6,0
12:26:04.310,2,1,0
12:26:05.620,2,0,0
12:26:05.770,0,7,0
12:26:12.940,7,6,0
12:26:16.230,4,3,0
12:26:23.930,2,1,0
12:26:26.460,5,0,0
12:26:27.190,0,3,0
12:26:28.720,3,7,0
12:26:29.580,5,1,0
12:26:29.690,5,3,0
12:26:30.250,1,5,0
12:26:30.750,4,7,0
12:26:32.670,4,5,0
12:26:44.340,1,5,0
12:26:48.300,1,7,0
12:26:48.460,3,6,0
12:26:48.590,6,5,0
12:26:52.780,7,4,0
12:26:54.650,7,2,0
12:26:58.620,0,4,0
12:27:01.370,3,6,0
12:27:03.310,2,1,0
12:27:03.330,5,1,0
12:27:05.420,3,2,0
12:27:05.810,1,5,0
12:27:16.140,0,2,0
12:27:17.430,6,4,0
12:27:26.300,1,4,0
12:27:27.710,3,5,0
12:27:27.950,5,7,0
12:27:28.50,2,0,0
12:27:30.290,1,3,0
12:27:32.790,6,2,0
12:27:38.140,4,1,0
12:27:40.290,4,5,0
12:27:40.510,7,3,0
12:27:42.230,4,6,0
12:27:46.500,4,1,0
12:27:46.620,0,7,0
12:27:51.30,3,6,0
12:27:55.900,0,7,0
12:27:57.540,2,5,0
12:27:57.700,6,5,0
12:27:57.980,6,1,0
12:27:58.880,0,4,0
12:28:00.210,1,3,0
12:28:03.620,6,4,0
12:28:06.830,0,6,0
12:28:07.800,4,1,0
12:28:12.120,7,0,0
12:28:12.190,0,6,0
12:28:13.870,0,3,0
12:28:15.760,6,4,0
12:28:18.100,1,7,0
12:28:39.20,2,0,0
12:28:40.00,0,4,0
12:28:42.470,6,4,0
12:28:43.960,4,0,0
12:28:51.240,4,1,0
12:29:02.860,6,5,0
12:29:06.130,0,3,0
12:29:06.640,4,5,0
12:29:12.410,0,5,0
12:29:13.540,2,1,0
12:29:15.180,1,3,0
12:29:15.60,1,7,0
12:29:17.950,5,0,0
12:29:19.560,7,3,0
12:29:21.790,2,7,0
12:29:22.870,4,2,0
12:29:25.210,5,7,0
12:29:27.140,4,0,0
12:29:28.210,3,2,0
12:29:30.470,2,4,0
12:29:30.870,1,7,0
12:29:31.350,2,5,0
12:29:34.730,2,5,0
12:29:38.110,7,6,0
12:29:38.130,7,1,0
12:29:42.530,2,1,0
12:29:46.240,2,0,0
12:29:47.180,1,6,0
12:29:48.130,7,6,0
12:29:49.540,1,6,0
12:29:53.30,5,2,0
12:29:58.20,0,2,0
12:29:58.580,7,0,0
12:30:01.530,5,2,0
12:30:01.550,3,5,0
12:30:01.590,6,4,0
12:30:04.900,0,5,0
12:30:05.700,0,2,0
12:30:06.460,7,2,0
12:30:07.660,6,3,0
12:30:08.520,6,2,0
12:30:14.910,6,7,0
12:30:17.360,2,4,0
12:30:18.620,4,1,0
12:30:21.560,3,6,0
12:30:24.570,7,2,0
12:30:29.80,2,7,0
12:30:31.810,0,1,0
12:30:32.810,1,4,0
12:30:50.360,5,4,0
12:30:50.80,3,2,0
12:30:51.150,5,3,0
12:30:57.730,6,5,0
12:30:57.940,7,6,0
12:31:00.100,0,5,0
12:31:03.130,0,6,0
12:31:04.210,6,7,0
12:31:07.710,1,3,0
12:31:09.600,3,2,0
12:31:09.860,0,5,0
12:31:11.900,6,2,0
12:31:16.560,3,5,0
12:31:17.310,1,7,0
12:31:17.640,0,6,0
12:31:17.930,2,4,0
12:31:20.830,2,4,0
12:31:24.410,2,5,0
12:31:44.120,3,0,0
12:31:49.570,3,5,0
12:31:49.760,6,0,0
12:31:49.970,7,5,0
12:31:50.410,3,4,0
12:31:51.650,1,2,0
12:31:53.770,2,5,0
12:31:56.680,2,0,0
12:31:58.440,4,1,0
12:32:00.590,5,0,0
12:32:00.760,1,2,0
12:32:06.460,6,1,0
12:32:13.310,4,3,0
12:32:18.390,1,2,0
12:32:20.160,7,4,0
12:32:21.840,7,3,0
12:32:22.350,5,7,0
12:32:26.680,0,2,0
12:32:28.150,2,6,0
12:32:43.440,2,1,0
12:32:47.120,3,1,0
12:32:57.60,5,4,0
12:33:02.790,4,1,0
12:33:04.740,4,1,0
12:33:13.210,7,6,0
12:33:13.950,0,7,0
12:33:14.00,6,1,0
12:33:16.760,2,0,0
12:33:17.580,1,4,0
12:33:18.920,0,7,0
12:33:20.880,3,4,0
12:33:21.150,6,4,0
12:33:22.230,3,2,0
12:33:22.320,2,7,0
12:33:25.530,1,7,0
12:33:28.230,1,2,0
12:33:31.40,7,2,0
12:33:33.310,1,3,0
12:33:34.660,1,4,0
12:33:36.840,7,6,0
12:33:37.890,2,1,0
12:33:38.200,4,0,0
12:33:43.900,0,1,0
12:33:47.810,6,2,0
12:33:49.700,4,7,0
12:33:50.350,5,3,0
12:33:52.930,1,6,0
12:33:53.110,1,5,0
12:34:07.120,7,2,0
12:34:08.900,4,0,0
12:34:10.410,4,0,0
12:34:10.770,4,3,0
12:34:10.80,4,0,0
12:34:11.600,5,6,0
12:34:13.110,6,3,0
12:34:16.590,1,4,0
12:34:17.730,5,6,0
12:34:17.820,3,6,0
12:34:18.560,4,1,0
12:34:20.40,3,4,0
12:34:24.950,4,6,0
12:34:26.90,1,5,0
12:34:27.790,0,2,0
12:34:33.110,4,0,0
12:34:33.400,5,0,0
12:34:33.530,0,1,0
12:34:35.800,5,3,0
12:34:36.90,7,3,0
12:34:37.870,5,2,0
12:34:42.480,2,7,0
12:34:45.20,2,3,0
12:34:46.190,7,1,0
12:34:49.600,5,6,0
12:35:02.380,7,2,0
12:35:07.960,0,7,0
12:35:10.940,1,2,0
12:35:14.00,4,1,0
12:35:14.640,3,0,0
12:35:16.790,7,6,0
12:35:17.580,5,0,0
12:35:18.500,1,5,0
12:35:18.640,3,2,0
12:35:19.830,3,7,0
12:35:20.480,0,4,0
12:35:27.760,2,0,0
12:35:27.870,3,1,0
12:35:29.840,6,3,0
12:35:30.450,7,3,0
12:35:37.280,6,5,0
12:35:38.910,2,4,0
12:35:39.880,0,5,0
12:35:40.900,5,7,0
12:35:47.70,6,7,0
12:35:47.80,1,7,0
12:35:50.230,6,5,0
12:35:50.620,6,4,0
12:35:53.670,6,7,0
12:35:54.100,6,4,0
12:36:00.840,3,5,0
12:36:01.30,5,7,0
12:36:04.410,7,6,0
12:36:06.630,7,2,0
12:36:07.610,2,3,0
12:36:08.270,4,3,0
12:36:10.240,6,7,0
12:36:14.490,0,4,0
12:36:15.70,7,6,0
12:36:16.30,6,2,0
12:36:17.300,5,6,0
12:36:18.570,3,0,0
12:36:21.140,1,3,0
12:36:26.920,0,2,0
12:36:27.290,7,4,0
12:36:28.360,4,5,0
12:36:28.540,6,1,0
12:36:37.230,6,1,0
12:36:48.590,3,5,0
12:36:58.350,3,4,0
12:37:00.540,0,4,0
12:37:00.580,6,4,0
12:37:00.780,1,2,0
12:37:01.210,0,1,0
12:37:04.140,4,7,0
12:37:04.820,0,7,0
12:37:11.240,6,7,0
12:37:14.260,6,4,0
12:37:22.860,6,0,0
12:37:23.160,2,4,0
12:37:24.900,1,3,0
12:37:26.580,7,1,0
12:37:28.640,0,1,0
12:37:33.880,0,1,0
12:37:34.720,7,3,0
12:37:36.60,5,2,0
12:37:39.940,7,6,0
12:37:42.150,5,7,0
12:37:42.580,1,6,0
12:37:42.650,4,2,0
12:37:43.480,2,3,0
12:37:52.540,7,0,0
12:37:56.860,7,3,0
12:37:58.730,2,3,0
12:38:05.340,1,7,0
12:38:19.780,2,4,0
12:38:21.690,0,3,0
12:38:26.300,2,7,0
12:38:30.840,2,0,0
12:38:38.680,0,1,0
12:38:38.950,3,0,0
12:38:44.610,3,6,0
12:38:45.40,7,1,0
12:38:46.580,2,3,0
12:38:48.830,3,6,0
12:38:49.720,5,6,0
12:38:55.310,0,6,0
12:38:58.520,6,0,0
12:39:07.880,2,0,0
12:39:09.490,5,1,0
12:39:12.20,7,1,0
12:39:13.100,3,7,0
12:39:14.740,5,3,0
12:39:16.00,0,3,0
12:39:16.480,1,6,0
12:39:20.280,0,3,0
12:39:28.300,6,3,0
12:39:28.610,3,4,0
12:39:29.390,5,0,0
12:39:30.220,2,7,0
12:39:32.290,6,7,0
12:39:32.530,1,6,0
12:39:40.840,7,1,0
12:39:40.980,5,7,0
12:39:42.450,0,2,0
12:39:49.970,4,5,0
12:39:55.380,1,7,0
12:39:58.640,5,6,0
12:40:00.720,0,7,0
12:40:03.280,0,1,0
12:40:05.890,0,1,0
12:40:07.760,7,6,0
12:40:09.220,2,6,0
12:40:11.830,2,6,0
12:40:12.570,5,4,0
12:40:12.790,5,0,0
12:40:13.100,5,0,0
12:40:15.800,2,0,0
12:40:18.460,3,7,0
12:40:19.190,3,1,0
12:40:20.490,2,6,0
12:40:22.80,6,0,0
12:40:29.00,3,2,0
12:40:29.180,1,5,0
12:40:30.440,6,5,0
12:40:37.520,3,6,0
12:40:38.430,6,1,0
12:40:41.700,6,7,0
12:40:45.100,0,4,0
12:40:45.610,6,5,0
12:40:47.410,7,2,0
12:40:49.720,2,5,0
12:40:50.160,7,0,0
12:40:52.430,1,4,0
12:40:54.380,3,1,0
12:40:56.360,4,3,0
12:40:58.540,2,7,0
12:41:01.170,5,4,0
12:41:01.460,2,1,0
12:41:03.720,3,2,0
12:41:05.960,3,6,0
12:41:06.830,5,2,0
12:41:10.610,3,6,0
12:41:12.300,5,3,0
12:41:15.250,1,3,0
12:41:17.440,0,7,0
12:41:20.960,2,4,0
12:41:23.120,1,5,0
12:41:24.830,6,3,0
12:41:25.120,1,5,0
12:41:25.370,3,4,0
12:41:25.70,7,5,0
12:41:27.470,3,2,0
12:41:27.560,3,5,0
12:41:30.380,6,1,0
12:41:41.240,3,5,0
12:41:41.610,7,1,0
12:41:41.810,4,2,0
12:41:44.300,1,4,0
12:41:45.430,1,7,0
12:41:50.820,6,3,0
12:41:51.730,1,3,0
12:41:53.560,4,2,0
12:41:54.370,5,4,0
12:41:56.270,4,2,0
12:41:58.730,4,6,0
12:42:02.920,4,7,0
12:42:03.570,5,2,0
12:42:05.180,0,7,0
12:42:10.280,1,0,0
12:42:11.110,2,1,0
12:42:11.200,4,0,0
12:42:17.150,7,0,0
12:42:18.160,0,2,0
12:42:24.710,6,4,0
12:42:26.710,7,6,0
12:42:27.260,2,6,0
12:42:42.930,6,0,0
12:42:44.210,3,5,0
12:42:50.280,1,5,0
12:42:57.90,4,2,0
12:43:01.800,0,5,0
12:43:07.190,3,4,0
12:43:07.70,2,5,0
12:43:08.920,5,3,0
12:43:09.840,1,5,0
12:43:13.230,1,6,0
12:43:14.800,3,7,0
12:43:14.940,2,7,0
12:43:15.880,4,7,0
12:43:16.670,7,6,0
12:43:17.850,3,4,0
12:43:18.160,5,3,0
12:43:21.820,7,1,0
12:43:26.30,3,4,0
12:43:32.420,0,2,0
12:43:33.570,6,4,0
12:43:42.10,6,3,0
12:43:42.400,0,4,0
12:43:42.470,6,1,0
12:43:48.430,3,2,0
12:43:50.730,5,1,0
12:43:52.350,3,2,0
12:44:00.120,0,7,0
12:44:01.270,4,2,0
12:44:01.350,7,6,0
12:44:04.70,0,7,0
12:44:08.310,1,4,0
12:44:11.140,3,4,0
12:44:13.490,7,3,0
12:44:15.550,1,4,0
12:44:19.880,7,2,0
12:44:22.680,7,0,0
12:44:27.410,0,3,0
12:44:27.500,6,1,0
12:44:27.940,7,3,0
12:44:28.380,1,0,0
12:44:29.60,0,5,0
12:44:34.890,4,7,0
12:44:41.660,3,2,0
12:44:43.200,1,0,0
12:44:46.480,3,7,0
12:44:46.500,2,6,0
12:44:46.690,6,2,0
12:44:47.540,0,2,0
12:44:53.510,7,2,0
12:44:57.520,4,5,0
12:45:01.630,7,5,0
12:45:06.560,2,6,0
12:45:09.800,0,4,0
12:45:10.610,1,4,0
12:45:11.120,6,1,0
12:45:12.190,7,0,0
12:45:13.90,5,0,0
12:45:16.220,1,5,0
12:45:17.550,0,5,0
12:45:19.880,7,6,0
12:45:39.30,7,5,0
12:45:39.320,6,0,0
12:45:39.760,0,7,0
12:45:42.100,0,5,0
12:45:43.510,2,4,0
12:45:45.140,1,2,0
12:45:47.810,5,4,0
12:45:57.730,7,2,0
12:46:01.40,5,1,0
12:46:01.590,5,2,0
12:46:06.70,0,2,0
12:46:07.380,6,1,0
12:46:12.340,1,4,0
12:46:17.380,2,1,0
12:46:18.620,7,3,0
12:46:25.960,6,0,0
12:46:28.140,3,4,0
12:46:29.690,1,0,0
12:46:34.310,2,5,0
12:46:37.140,5,3,0
12:46:38.430,6,1,0
12:46:43.770,4,0,0
12:46:48.590,4,5,0
12:46:48.670,2,4,0
12:46:50.920,6,1,0
12:46:54.340,3,0,0
12:46:57.40,7,5,0
12:47:00.660,6,4,0
12:47:01.290,5,6,0
12:47:01.690,6,2,0
12:47:04.480,3,0,0
12:47:05.630,7,3,0
12:47:13.650,5,6,0
12:47:14.220,3,6,0
12:47:15.820,6,3,0
12:47:18.80,0,1,0
12:47:22.410,7,5,0
12:47:22.850,6,5,0
12:47:33.440,4,0,0
12:47:37.300,7,3,0
12:47:46.170,3,1,0
12:47:47.20,6,1,0
12:47:54.150,7,1,0
12:47:58.500,2,6,0
12:48:00.130,4,1,0
12:48:02.830,2,1,0
12:48:03.560,1,7,0
12:48:07.950,5,6,0
12:48:15.810,6,3,0
12:48:21.100,7,5,0
12:48:23.900,5,6,0
12:48:29.480,6,2,0
12:48:29.580,0,7,0
12:48:31.610,3,7,0
12:48:36.550,5,0,0
12:48:38.870,3,6,0
12:48:46.420,1,4,0
12:48:50.610,2,3,0
12:48:51.480,1,0,0
12:48:51.860,3,7,0
12:48:58.70,3,7,0
12:49:04.60,5,1,0
12:49:05.450,6,5,0
12:49:08.260,7,2,0
12:49:09.450,5,7,0
12:49:11.890,5,7,0
12:49:12.380,3,6,0
12:49:16.290,7,3,0
12:49:18.420,1,7,0
12:49:24.150,7,5,0
12:49:25.310,0,4,0
12:49:26.80,7,5,0
12:49:30.200,5,6,0
12:49:30.960,4,2,0
12:49:34.450,4,7,0
12:49:36.40,3,1,0
12:49:38.360,4,6,0
12:49:41.930,3,2,0
12:49:47.320,3,1,0
12:49:47.770,7,6,0
12:49:57.500,4,7,0
12:50:00.830,5,2,0
12:50:02.450,5,2,0
12:50:02.480,7,1,0
12:50:04.450,4,6,0
12:50:04.700,5,4,0
12:50:06.490,2,4,0
12:50:07.370,3,0,0
12:50:07.420,4,0,0
12:50:07.700,7,3,0
12:50:09.740,1,5,0
12:50:13.430,0,2,0
12:50:16.460,3,7,0
12:50:17.370,2,6,0
12:50:18.900,5,3,0
12:50:21.730,2,4,0
12:50:23.250,4,1,0
12:50:25.880,0,3,0
12:50:35.690,1,7,0
12:50:40.10,1,7,0
12:50:41.50,2,7,0
12:50:41.780,2,1,0
12:50:41.950,0,4,0
12:50:43.200,2,1,0
12:50:44.140,6,4,0
12:50:46.640,1,5,0
12:50:46.880,0,4,0
12:50:47.450,5,6,0
12:50:51.190,5,3,0
12:50:55.660,4,1,0
12:50:56.750,1,0,0
12:51:01.240,3,1,0
12:51:08.120,1,2,0
